id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
3366,KAFW,large_airport,Fort Worth Alliance Airport,32.98759842,-97.31880188,722,NA,US,US-TX,Fort Worth,no,KAFW,AFW,AFW,http://www.allianceairport.com/,https://en.wikipedia.org/wiki/Fort_Worth_Alliance_Airport,
3377,KAMA,large_airport,Rick Husband Amarillo International Airport,35.219398,-101.706001,3607,NA,US,US-TX,Amarillo,yes,KAMA,AMA,AMA,http://airport.amarillo.gov/,https://en.wikipedia.org/wiki/Rick_Husband_Amarillo_International_Airport,
3384,KATL,large_airport,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026,NA,US,US-GA,Atlanta,yes,KATL,ATL,ATL,http://www.atlanta-airport.com/,https://en.wikipedia.org/wiki/Hartsfield–Jackson_Atlanta_International_Airport,
3386,KAUS,large_airport,Austin Bergstrom International Airport,30.19449997,-97.66989899,542,NA,US,US-TX,Austin,yes,KAUS,AUS,AUS,http://www.ci.austin.tx.us/austinairport/,https://en.wikipedia.org/wiki/Austin-Bergstrom_International_Airport,
3396,KBDL,large_airport,Bradley International Airport,41.93889999,-72.68319702,173,NA,US,US-CT,Hartford,yes,KBDL,BDL,BDL,http://www.bradleyairport.com/,https://en.wikipedia.org/wiki/Bradley_International_Airport,"HFD, Hartford"
3406,KBHM,large_airport,Birmingham-Shuttlesworth International Airport,33.56290054,-86.75350189,650,NA,US,US-AL,Birmingham,yes,KBHM,BHM,BHM,http://www.flybirmingham.com/,https://en.wikipedia.org/wiki/Birmingham_International_Airport_(US),
3421,KBOI,large_airport,Boise Air Terminal/Gowen Field,43.5644,-116.223,2871,NA,US,US-ID,Boise,yes,KBOI,BOI,BOI,http://www.cityofboise.org/departments/airport/,https://en.wikipedia.org/wiki/Boise_Airport,"Boise Air Terminal, Gowen Field"
3422,KBOS,large_airport,General Edward Lawrence Logan International Airport,42.36429977,-71.00520325,20,NA,US,US-MA,Boston,yes,KBOS,BOS,BOS,http://www.massport.com/logan/,https://en.wikipedia.org/wiki/Logan_International_Airport,General Edward Lawrence Logan International Airport
3435,KBWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,146,NA,US,US-MD,Baltimore,yes,KBWI,BWI,BWI,https://www.bwiairport.com/,https://en.wikipedia.org/wiki/Baltimore%E2%80%93Washington_International_Airport,WAS
3454,KCLE,large_airport,Cleveland Hopkins International Airport,41.4117012,-81.84980011,791,NA,US,US-OH,Cleveland,yes,KCLE,CLE,CLE,http://www.clevelandairport.com/,https://en.wikipedia.org/wiki/Cleveland_Hopkins_International_Airport,
3457,KCLT,large_airport,Charlotte Douglas International Airport,35.2140007,-80.94309998,748,NA,US,US-NC,Charlotte,yes,KCLT,CLT,CLT,http://www.charlotteairport.com/,https://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport,
3458,KCMH,large_airport,John Glenn Columbus International Airport,39.998001,-82.891899,815,NA,US,US-OH,Columbus,yes,KCMH,CMH,CMH,https://flycolumbus.com/,https://en.wikipedia.org/wiki/Port_Columbus_International_Airport,
3463,KCOS,large_airport,City of Colorado Springs Municipal Airport,38.805801,-104.700996,6187,NA,US,US-CO,Colorado Springs,yes,KCOS,COS,COS,https://flycos.coloradosprings.gov/,https://en.wikipedia.org/wiki/Colorado_Springs_Airport,
3473,KCVS,large_airport,Cannon Air Force Base,34.38280106,-103.3219986,4295,NA,US,US-NM,Clovis,no,KCVS,CVS,CVS,http://www.cannon.af.mil/,https://en.wikipedia.org/wiki/Cannon_Air_Force_Base,
3479,KDAL,large_airport,Dallas Love Field,32.847099,-96.851799,487,NA,US,US-TX,Dallas,yes,KDAL,DAL,DAL,http://www.dallas-lovefield.com/,https://en.wikipedia.org/wiki/Dallas_Love_Field,QDF
3483,KDCA,large_airport,Ronald Reagan Washington National Airport,38.8521,-77.037697,15,NA,US,US-DC,Washington,yes,KDCA,DCA,DCA,http://www.flyreagan.com/dca/reagan-national-airport,https://en.wikipedia.org/wiki/Ronald_Reagan_Washington_National_Airport,WAS
3486,KDEN,large_airport,Denver International Airport,39.86169815,-104.6729965,5431,NA,US,US-CO,Denver,yes,KDEN,DEN,DEN,http://www.flydenver.com/,https://en.wikipedia.org/wiki/Denver_International_Airport,"DVX, KVDX"
3488,KDFW,large_airport,Dallas Fort Worth International Airport,32.896801,-97.038002,607,NA,US,US-TX,Dallas-Fort Worth,yes,KDFW,DFW,DFW,https://www.dfwairport.com/,https://en.wikipedia.org/wiki/Dallas/Fort_Worth_International_Airport,QDF
3490,KDLF,large_airport,DLF Airport,29.359501,-100.778002,1082,NA,US,US-TX,Del Rio,no,KDLF,DLF,DLF,http://www.laughlin.af.mil/,https://en.wikipedia.org/wiki/Laughlin_Air_Force_Base,"Laughlin AFB, Laughlin Field"
3491,KDLH,large_airport,Duluth International Airport,46.84209824,-92.19360352,1428,NA,US,US-MN,Duluth,yes,KDLH,DLH,DLH,http://www.duluthairport.com/,https://en.wikipedia.org/wiki/Duluth_International_Airport,"LKI, Duluth Air National Guard Base, Lakeside AFB"
3494,KDOV,large_airport,Dover Air Force Base,39.12950134,-75.46600342,24,NA,US,US-DE,Dover,no,KDOV,DOV,DOV,http://www.dover.af.mil/,https://en.wikipedia.org/wiki/Dover_Air_Force_Base,"Municipal Airport - Dover Airdrome, Dover Army Airbase, Dover Army Airfield"
3497,KDTW,large_airport,Detroit Metropolitan Wayne County Airport,42.21239853,-83.35340118,645,NA,US,US-MI,Detroit,yes,KDTW,DTW,DTW,http://www.metroairport.com/,https://en.wikipedia.org/wiki/Detroit_Metropolitan_Wayne_County_Airport,"DTT, Detroit Metro Airport"
3499,KDYS,large_airport,Dyess Air Force Base,32.42079926,-99.854599,1789,NA,US,US-TX,Abilene,no,KDYS,DYS,DYS,http://www.dyess.af.mil/,https://en.wikipedia.org/wiki/Dyess_Air_Force_Base,
3513,KEND,large_airport,Vance Air Force Base,36.33919907,-97.91649628,1307,NA,US,US-OK,Enid,no,KEND,END,END,http://www.vance.af.mil/,https://en.wikipedia.org/wiki/Vance_Air_Force_Base,
3521,KEWR,large_airport,Newark Liberty International Airport,40.69250107,-74.16870117,18,NA,US,US-NJ,Newark,yes,KEWR,EWR,EWR,http://www.panynj.gov/CommutingTravel/airports/html/newarkliberty.html,https://en.wikipedia.org/wiki/Newark_Liberty_International_Airport,"Manhattan, New York City, NYC"
3528,KFFO,large_airport,Wright-Patterson Air Force Base,39.8260994,-84.0483017,823,NA,US,US-OH,Dayton,no,KFFO,FFO,FFO,http://www.wpafb.af.mil/,https://en.wikipedia.org/wiki/Wright-Patterson_Air_Force_Base,"Wilbur Wright Field, Fairfield Air Depot"
3531,KFLL,large_airport,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,9,NA,US,US-FL,Fort Lauderdale,yes,KFLL,FLL,FLL,http://www.broward.org/airport,https://en.wikipedia.org/wiki/Fort_Lauderdale–Hollywood_International_Airport,"MFW, South Florida"
3545,KFTW,large_airport,Fort Worth Meacham International Airport,32.819801,-97.362396,710,NA,US,US-TX,Fort Worth,no,KFTW,FTW,FTW,http://meacham.com/,https://en.wikipedia.org/wiki/Fort_Worth_Meacham_International_Airport,
3547,KFWA,large_airport,Fort Wayne International Airport,40.97850037,-85.19509888,814,NA,US,US-IN,Fort Wayne,yes,KFWA,FWA,FWA,https://fwairport.com/,https://en.wikipedia.org/wiki/Fort_Wayne_International_Airport,Baer Field
3567,KGSB,large_airport,Seymour Johnson Air Force Base,35.33940125,-77.96060181,109,NA,US,US-NC,Goldsboro,no,KGSB,GSB,GSB,http://www.seymourjohnson.af.mil/,https://en.wikipedia.org/wiki/Seymour_Johnson_Air_Force_Base,
3573,KGUS,large_airport,Grissom Air Reserve Base,40.64810181,-86.15209961,812,NA,US,US-IN,Peru,no,KGUS,GUS,GUS,http://www.grissom.afrc.af.mil/,https://en.wikipedia.org/wiki/Grissom_Air_Reserve_Base,
3584,KHMN,large_airport,Holloman Air Force Base,32.85250092,-106.1070023,4093,NA,US,US-NM,Alamogordo,no,KHMN,HMN,HMN,http://www.holloman.af.mil/,https://en.wikipedia.org/wiki/Holloman_Air_Force_Base,Alamogordo AAF
3588,KHOU,large_airport,William P Hobby Airport,29.64539909,-95.27890015,46,NA,US,US-TX,Houston,yes,KHOU,HOU,HOU,http://www.fly2houston.com/hobbyHome,https://en.wikipedia.org/wiki/William_P._Hobby_Airport,QHO
3594,KHSV,large_airport,Huntsville International Carl T Jones Field,34.6371994,-86.77510071,629,NA,US,US-AL,Huntsville,yes,KHSV,HSV,HSV,http://www.flyhuntsville.com/portal/#.VbaG-_lVhBc,https://en.wikipedia.org/wiki/Huntsville_International_Airport,
3602,KIAD,large_airport,Washington Dulles International Airport,38.94449997,-77.45580292,312,NA,US,US-DC,Washington,yes,KIAD,IAD,IAD,http://www.mwaa.com/dulles/,https://en.wikipedia.org/wiki/Washington_Dulles_International_Airport,WAS
3604,KIAH,large_airport,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015,97,NA,US,US-TX,Houston,yes,KIAH,IAH,IAH,http://www.fly2houston.com/iah,https://en.wikipedia.org/wiki/George_Bush_Intercontinental_Airport,QHO
3610,KIND,large_airport,Indianapolis International Airport,39.7173,-86.294403,797,NA,US,US-IN,Indianapolis,yes,KIND,IND,IND,http://www.indianapolisairport.com/,https://en.wikipedia.org/wiki/Indianapolis_International_Airport,
3622,KJFK,large_airport,John F Kennedy International Airport,40.63980103,-73.77890015,13,NA,US,US-NY,New York,yes,KJFK,JFK,JFK,http://www.panynj.gov/CommutingTravel/airports/html/kennedy.html,https://en.wikipedia.org/wiki/John_F._Kennedy_International_Airport,"Manhattan, New York City, NYC, Idlewild"
3631,KLAS,large_airport,McCarran International Airport,36.08010101,-115.1520004,2181,NA,US,US-NV,Las Vegas,yes,KLAS,LAS,LAS,http://www.mccarran.com/,https://en.wikipedia.org/wiki/McCarran_International_Airport,
3632,KLAX,large_airport,Los Angeles International Airport,33.94250107,-118.4079971,125,NA,US,US-CA,Los Angeles,yes,KLAX,LAX,LAX,http://www.iflylax.com/,https://en.wikipedia.org/wiki/Los_Angeles_International_Airport,
3633,KLBB,large_airport,Lubbock Preston Smith International Airport,33.663601,-101.822998,3282,NA,US,US-TX,Lubbock,yes,KLBB,LBB,LBB,http://www.flylia.com/,https://en.wikipedia.org/wiki/Lubbock_Preston_Smith_International_Airport,
3638,KLCK,large_airport,Rickenbacker International Airport,39.813801,-82.927803,744,NA,US,US-OH,Columbus,yes,KLCK,LCK,LCK,http://rickenbackerinlandport.com/en/rickenbacker-international-airport/,https://en.wikipedia.org/wiki/Rickenbacker_International_Airport,Lockbourne Army Air Field
3640,KLEX,large_airport,Blue Grass Airport,38.03649902,-84.60590363,979,NA,US,US-KY,Lexington,yes,KLEX,LEX,LEX,http://www.bluegrassairport.com/,https://en.wikipedia.org/wiki/Blue_Grass_Airport,
3641,KLFI,large_airport,Langley Air Force Base,37.082901,-76.36049652,11,NA,US,US-VA,Hampton,no,KLFI,LFI,LFI,http://www.langleyafb.us/,https://en.wikipedia.org/wiki/Langley_Field,Langley Field
3642,KLFT,large_airport,Lafayette Regional Airport,30.20529938,-91.98760223,42,NA,US,US-LA,Lafayette,yes,KLFT,LFT,LFT,http://www.lftairport.com/Home,https://en.wikipedia.org/wiki/Lafayette_Regional_Airport,
3643,KLGA,large_airport,La Guardia Airport,40.77719879,-73.87259674,21,NA,US,US-NY,New York,yes,KLGA,LGA,LGA,http://www.panynj.gov/CommutingTravel/airports/html/laguardia.html,https://en.wikipedia.org/wiki/LaGuardia_Airport,"Manhattan, New York City, NYC, Glenn H. Curtiss Airport, North Beach Airport, La Guardia"
3657,KLTS,large_airport,Altus Air Force Base,34.667099,-99.26670074,1382,NA,US,US-OK,Altus,no,KLTS,LTS,LTS,http://www.altus.af.mil/,https://en.wikipedia.org/wiki/Altus_Air_Force_Base,
3658,KLUF,large_airport,Luke Air Force Base,33.53499985,-112.3830032,1085,NA,US,US-AZ,Glendale,no,KLUF,LUF,LUF,http://www.luke.af.mil/,https://en.wikipedia.org/wiki/Luke_Air_Force_Base,
3664,KMBS,large_airport,MBS International Airport,43.53290176,-84.07959747,668,NA,US,US-MI,Saginaw,yes,KMBS,MBS,MBS,http://www.mbsairport.org/,https://en.wikipedia.org/wiki/MBS_International_Airport,"Tri City Airport, Midland, Bay City"
3667,KMCF,large_airport,Mac Dill Air Force Base,27.84930038,-82.52120209,14,NA,US,US-FL,Tampa,no,KMCF,MCF,MCF,http://www.macdill.af.mil/,https://en.wikipedia.org/wiki/MacDill_Air_Force_Base,"Southeast Air Base - Tampa, MacDill Field"
3668,KMCI,large_airport,Kansas City International Airport,39.2976,-94.713898,1026,NA,US,US-MO,Kansas City,yes,KMCI,MCI,MCI,http://www.flykci.com/,https://en.wikipedia.org/wiki/Kansas_City_International_Airport,
3670,KMCO,large_airport,Orlando International Airport,28.42939949,-81.30899811,96,NA,US,US-FL,Orlando,yes,KMCO,MCO,MCO,http://www.orlandoairports.net/,https://en.wikipedia.org/wiki/Orlando_International_Airport,"Disney World,Epcot Center"
3673,KMDW,large_airport,Chicago Midway International Airport,41.785999,-87.752403,620,NA,US,US-IL,Chicago,yes,KMDW,MDW,MDW,https://www.flychicago.com/midway/home/pages/default.aspx,https://en.wikipedia.org/wiki/Midway_International_Airport,CHI
3680,KMGE,large_airport,Dobbins Air Reserve Base,33.91540146,-84.51629639,1068,NA,US,US-GA,Marietta,no,KMGE,MGE,MGE,http://www.dobbins.afrc.af.mil/,https://en.wikipedia.org/wiki/Dobbins_Air_Reserve_Base,"Rickenbacker Field, Marietta AAF, Marietta AFB, Dobbins AFB"
3681,KMGM,large_airport,Montgomery Regional (Dannelly Field) Airport,32.30059814,-86.39399719,221,NA,US,US-AL,Montgomery,yes,KMGM,MGM,MGM,http://www.flymgm.com/,https://en.wikipedia.org/wiki/Montgomery_Regional_Airport,
3685,KMIA,large_airport,Miami International Airport,25.79319954,-80.29060364,8,NA,US,US-FL,Miami,yes,KMIA,MIA,MIA,http://www.miami-airport.com/,https://en.wikipedia.org/wiki/Miami_International_Airport,"MFW, South Florida"
3700,KMOB,large_airport,Mobile Regional Airport,30.69120026,-88.24279785,219,NA,US,US-AL,Mobile,yes,KMOB,MOB,MOB,http://www.mobairport.com/,https://en.wikipedia.org/wiki/Mobile_Regional_Airport,
3709,KMSP,large_airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,44.882,-93.221802,841,NA,US,US-MN,Minneapolis,yes,KMSP,MSP,MSP,http://www.mspairport.com/,https://en.wikipedia.org/wiki/Minneapolis–Saint_Paul_International_Airport,
3715,KMUO,large_airport,Mountain Home Air Force Base,43.043598,-115.872002,2996,NA,US,US-ID,Mountain Home,no,KMUO,MUO,MUO,http://www.mountainhome.af.mil/,https://en.wikipedia.org/wiki/Mountain_Home_Air_Force_Base,
3744,KOAK,large_airport,Metropolitan Oakland International Airport,37.721298,-122.221001,9,NA,US,US-CA,Oakland,yes,KOAK,OAK,OAK,http://www.oaklandairport.com/,https://en.wikipedia.org/wiki/Oakland_International_Airport,"QSF, QBA"
3754,KORD,large_airport,Chicago O'Hare International Airport,41.9786,-87.9048,672,NA,US,US-IL,Chicago,yes,KORD,ORD,ORD,https://www.flychicago.com/ohare/home/pages/default.aspx,https://en.wikipedia.org/wiki/O'Hare_International_Airport,"CHI, Orchard Place"
3765,KPAM,large_airport,Tyndall Air Force Base,30.06959915,-85.57540131,17,NA,US,US-FL,Panama City,no,KPAM,PAM,PAM,http://www.tyndall.af.mil/,https://en.wikipedia.org/wiki/Tyndall_Air_Force_Base,
3771,KPHL,large_airport,Philadelphia International Airport,39.87189865,-75.2410965,36,NA,US,US-PA,Philadelphia,yes,KPHL,PHL,PHL,http://www.phl.org/,https://en.wikipedia.org/wiki/Philadelphia_International_Airport,
3772,KPHX,large_airport,Phoenix Sky Harbor International Airport,33.43429947,-112.012001,1135,NA,US,US-AZ,Phoenix,yes,KPHX,PHX,PHX,http://phoenix.gov/skyharborairport/,https://en.wikipedia.org/wiki/Phoenix_Sky_Harbor_International_Airport,
3852,KRND,large_airport,Randolph Air Force Base,29.52969933,-98.27890015,761,NA,US,US-TX,Universal City,no,KRND,RND,RND,http://www.military.com/base-guide/randolph-air-force-base,https://en.wikipedia.org/wiki/Randolph_Air_Force_Base,
3854,KROA,large_airport,Roanoke–Blacksburg Regional Airport,37.3255,-79.975403,1175,NA,US,US-VA,Roanoke,yes,KROA,ROA,ROA,http://www.roanokeairport.com/,https://en.wikipedia.org/wiki/Roanoke%E2%80%93Blacksburg_Regional_Airport,Woodrum Field
3858,KRSW,large_airport,Southwest Florida International Airport,26.53619957,-81.75520325,30,NA,US,US-FL,Fort Myers,yes,KRSW,RSW,RSW,http://www.flylcpa.com/,https://en.wikipedia.org/wiki/Southwest_Florida_International_Airport,
3862,KSAN,large_airport,San Diego International Airport,32.73360062,-117.1900024,17,NA,US,US-CA,San Diego,yes,KSAN,SAN,SAN,http://www.san.org/,https://en.wikipedia.org/wiki/San_Diego_International_Airport,Lindbergh Field
3873,KSDF,large_airport,Louisville International Standiford Field,38.1744,-85.736,501,NA,US,US-KY,Louisville,yes,KSDF,SDF,SDF,http://www.flylouisville.com,https://en.wikipedia.org/wiki/Louisville_International_Airport,
3875,KSEA,large_airport,Seattle Tacoma International Airport,47.449001,-122.308998,433,NA,US,US-WA,Seattle,yes,KSEA,SEA,SEA,http://www.portseattle.org/seatac/,https://en.wikipedia.org/wiki/Seattle–Tacoma_International_Airport,
3878,KSFO,large_airport,San Francisco International Airport,37.61899948,-122.375,13,NA,US,US-CA,San Francisco,yes,KSFO,SFO,SFO,http://www.flysfo.com/,https://en.wikipedia.org/wiki/San_Francisco_International_Airport,"QSF, QBA"
3883,KSJC,large_airport,Norman Y. Mineta San Jose International Airport,37.362598,-121.929001,62,NA,US,US-CA,San Jose,yes,KSJC,SJC,SJC,http://www.flysanjose.com/,https://en.wikipedia.org/wiki/San_Jose_International_Airport,"QSF, QBA"
3885,KSKA,large_airport,Fairchild Air Force Base,47.61510086,-117.6559982,2461,NA,US,US-WA,Spokane,no,KSKA,SKA,SKA,http://www.fairchild.af.mil/,https://en.wikipedia.org/wiki/Fairchild_Air_Force_Base,
3894,KSNA,large_airport,John Wayne Airport-Orange County Airport,33.67570114,-117.8679962,56,NA,US,US-CA,Santa Ana,yes,KSNA,SNA,SNA,http://www.ocair.com/,https://en.wikipedia.org/wiki/John_Wayne_Airport,"Disney, Disneyland, Orange County"
3898,KSPS,large_airport,Sheppard Air Force Base-Wichita Falls Municipal Airport,33.9888,-98.491898,1019,NA,US,US-TX,Wichita Falls,yes,KSPS,SPS,SPS,http://www.flywichitafalls.net/,https://en.wikipedia.org/wiki/Wichita_Falls_Municipal_Airport,Sheppard Air Force Base
3901,KSSC,large_airport,Shaw Air Force Base,33.97269821,-80.47059631,241,NA,US,US-SC,Sumter,no,KSSC,SSC,SSC,http://www.shaw.af.mil/,https://en.wikipedia.org/wiki/Shaw_Air_Force_Base,
3905,KSTL,large_airport,St Louis Lambert International Airport,38.748697,-90.370003,618,NA,US,US-MO,St Louis,yes,KSTL,STL,STL,https://www.flystl.com/,https://en.wikipedia.org/wiki/St._Louis_Lambert_International_Airport,Lambert St Louis
3907,KSUS,large_airport,Spirit of St Louis Airport,38.66210175,-90.65200043,463,NA,US,US-MO,St Louis,no,KSUS,SUS,SUS,http://spiritairport.com/spiritairport/index.jsp,https://en.wikipedia.org/wiki/Spirit_of_St._Louis_Airport,
3908,KSUU,large_airport,Travis Air Force Base,38.26269913,-121.927002,62,NA,US,US-CA,Fairfield,no,KSUU,SUU,SUU,http://www.travis.af.mil/,https://en.wikipedia.org/wiki/Travis_Air_Force_Base,
3909,KSUX,large_airport,Sioux Gateway Airport/Brigadier General Bud Day Field,42.402599,-96.384399,1098,NA,US,US-IA,Sioux City,yes,KSUX,SUX,SUX,https://www.sioux-city.org/government/departments-a-f/airport,https://en.wikipedia.org/wiki/Sioux_Gateway_Airport,"Col. Bud Day, Sioux City AB, Sioux City AAB"
3913,KSYR,large_airport,Syracuse Hancock International Airport,43.11119843,-76.10630035,421,NA,US,US-NY,Syracuse,yes,KSYR,SYR,SYR,http://www.syrairport.org/,https://en.wikipedia.org/wiki/Syracuse_Hancock_International_Airport,
3914,KSZL,large_airport,Whiteman Air Force Base,38.7303009,-93.54789734,870,NA,US,US-MO,Knob Noster,no,KSZL,SZL,SZL,http://www.whiteman.af.mil/,https://en.wikipedia.org/wiki/Whiteman_Air_Force_Base,Sedalia Glider Base
3921,KTIK,large_airport,Tinker Air Force Base,35.41469955,-97.38659668,1291,NA,US,US-OK,Oklahoma City,no,KTIK,TIK,TIK,http://www.tinker.af.mil/,https://en.wikipedia.org/wiki/Tinker_Air_Force_Base,Midwest Air Depot
3948,KVPS,large_airport,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,NA,US,US-FL,Valparaiso,yes,KVPS,VPS,VPS,http://www.flyvps.com/,https://en.wikipedia.org/wiki/Destin%E2%80%93Fort_Walton_Beach_Airport,Eglin AFB
3951,KWRB,large_airport,Robins Air Force Base,32.64009857,-83.59190369,294,NA,US,US-GA,Warner Robins,no,KWRB,WRB,WRB,http://www.robins.af.mil/,https://en.wikipedia.org/wiki/Robins_Air_Force_Base,
3972,LATI,large_airport,Tirana International Airport Mother Teresa,41.41469955,19.72060013,126,EU,AL,AL-11,Tirana,yes,LATI,TIA,,http://www.tirana-airport.com/,https://en.wikipedia.org/wiki/Tirana_International_Airport_N%C3%ABn%C3%AB_Tereza,"Rinas International Airport, Aeroporti Nënë Tereza"
3977,LBSF,large_airport,Sofia Airport,42.69669342,23.41143608,1742,EU,BG,BG-23,Sofia,yes,LBSF,SOF,,http://sofia-airport.bg,https://en.wikipedia.org/wiki/Sofia_Airport,
3980,LCLK,large_airport,Larnaca International Airport,34.87509918,33.62490082,8,AS,CY,CY-04,Larnarca,yes,LCLK,LCA,,http://www.cyprusairports.com.cy/showpage.php?PageID=2,https://en.wikipedia.org/wiki/Larnaca_International_Airport,Διεθνές Aεροδρόμιο Λάρνακας
3981,LCPH,large_airport,Paphos International Airport,34.7179985,32.4856987,41,AS,CY,CY-06,Paphos,yes,LCPH,PFO,,http://paphosinternationalairport.com/index_papxmas.html,https://en.wikipedia.org/wiki/Paphos_International_Airport,"Pafos, Mandria, Kouklia, Διεθνής Αερολιμένας Πάφου"
3982,LCRA,large_airport,RAF Akrotiri,34.590401,32.9879,76,EU,GB,GB-U-A,Akrotiri,no,LCRA,AKT,,http://www.raf.mod.uk/rafakrotiri/passengerinformation/,https://en.wikipedia.org/wiki/RAF_Akrotiri,"Royal Air Force,"
3997,LEAL,large_airport,Alicante International Airport,38.28219986,-0.558156013,142,EU,ES,ES-V,Alicante,yes,LEAL,ALC,,http://www.aena.es/csee/Satellite?cid=1049437849176&pagename=subHome&Language=EN_GB&SiteName=ALC&c=Page,https://en.wikipedia.org/wiki/Alicante_Airport,
4004,LEBL,large_airport,Barcelona International Airport,41.2971,2.07846,12,EU,ES,ES-CT,Barcelona,yes,LEBL,BCN,,http://www.aena.es/en/barcelona-airport/index.html,https://en.wikipedia.org/wiki/Barcelona%E2%80%93El_Prat_Airport,El Prat Airport
4019,LEMD,large_airport,Adolfo Suárez Madrid–Barajas Airport,40.471926,-3.56264,1998,EU,ES,ES-M,Madrid,yes,LEMD,MAD,,http://www.aena.es/en/passengers/passengers.html,https://en.wikipedia.org/wiki/Adolfo_Su%C3%A1rez_Madrid%E2%80%93Barajas_Airport,"Leganés, Madrid Barajas International Airport"
4035,LEPA,large_airport,Palma De Mallorca Airport,39.55170059,2.738810062,27,EU,ES,ES-PM,Palma De Mallorca,yes,LEPA,PMI,,http://www.aena.es/csee/Satellite?cid=1046276292735&pagename=subHome&Language=EN_GB&SiteName=PMI&c=Page,https://en.wikipedia.org/wiki/Son_Sant_Joan_Airport,"Son Sant Joan Airport, LESJ"
4070,LFBO,large_airport,Toulouse-Blagnac Airport,43.629101,1.36382,499,EU,FR,FR-OCC,Toulouse/Blagnac,yes,LFBO,TLS,,http://www.toulouse.aeroport.fr/,https://en.wikipedia.org/wiki/Toulouse_Blagnac_International_Airport,
4137,LFLL,large_airport,Lyon Saint-Exupéry Airport,45.725556,5.081111,821,EU,FR,FR-ARA,Lyon,yes,LFLL,LYS,,https://www.lyonaeroports.com/,https://en.wikipedia.org/wiki/Saint-Exup%C3%A9ry_International_Airport,
4185,LFPG,large_airport,Charles de Gaulle International Airport,49.012798,2.55,392,EU,FR,FR-IDF,Paris,yes,LFPG,CDG,,http://www.aeroportsdeparis.fr/,https://en.wikipedia.org/wiki/Charles_de_Gaulle_Airport,"PAR, Aéroport Roissy-Charles de Gaulle, Roissy Airport"
4226,LFSB,large_airport,EuroAirport Basel-Mulhouse-Freiburg Airport,47.59,7.529167,885,EU,FR,FR-GES,Bâle/Mulhouse,yes,LFSB,BSL,,http://www.euroairport.com/,https://en.wikipedia.org/wiki/EuroAirport_Basel-Mulhouse-Freiburg,"MLH, EAP, LSZM"
4251,LGAV,large_airport,Eleftherios Venizelos International Airport,37.93640137,23.94449997,308,EU,GR,GR-A1,Athens,yes,LGAV,ATH,,http://www.aia.gr,https://en.wikipedia.org/wiki/Athens_International_Airport,
4296,LHBP,large_airport,Budapest Liszt Ferenc International Airport,47.42976,19.261093,495,EU,HU,HU-PE,Budapest,yes,LHBP,BUD,,http://www.bud.hu/english,https://en.wikipedia.org/wiki/Budapest_Ferenc_Liszt_International_Airport,"Ferihegyi nemzetközi repülőtér, Budapest Liszt Ferenc international Airport"
4310,LIBD,large_airport,Bari Karol Wojtyła Airport,41.138901,16.760599,177,EU,IT,IT-75,Bari,yes,LIBD,BRI,BA02,http://www.seap-puglia.it/default.asp?idlingua=2&idcontenuto=25,https://en.wikipedia.org/wiki/Bari_Karol_Wojty%C5%82a_Airport,"Bari ""Karol Wojtyla"" International Airport, Palese Macchie Airport, Palese Airport"
4318,LICC,large_airport,Catania-Fontanarossa Airport,37.466801,15.0664,39,EU,IT,IT-82,Catania,yes,LICC,CTA,CT03,http://www.aeroporto.catania.it/,https://en.wikipedia.org/wiki/Catania-Fontanarossa_Airport,"Lanza Di Trabie, Catania-Fontanarossa Vincenzo Bellini"
4321,LICJ,large_airport,Falcone–Borsellino Airport,38.175999,13.091,65,EU,IT,IT-82,Palermo,yes,LICJ,PMO,PA03,http://www.gesap.it/index.php,https://en.wikipedia.org/wiki/Falcone%E2%80%93Borsellino_Airport,"Palermo Airport, Punta Raisi Airport"
4332,LIEE,large_airport,Cagliari Elmas Airport,39.251499,9.05428,13,EU,IT,IT-88,Cagliari,yes,LIEE,CAG,CA07,http://www.cagliariairport.it/en/,https://en.wikipedia.org/wiki/Cagliari_Elmas_Airport,"Cagliari Airport,Elmas"
4340,LIMC,large_airport,Malpensa International Airport,45.6306,8.72811,768,EU,IT,IT-25,Milan,yes,LIMC,MXP,MI12,http://www.sea-aeroportimilano.it/en/malpensa/index.phtml,https://en.wikipedia.org/wiki/Malpensa_Airport,MIL
4341,LIME,large_airport,Il Caravaggio International Airport,45.673901,9.70417,782,EU,IT,IT-25,Bergamo,yes,LIME,BGY,BG01,http://www.sacbo.it/,https://en.wikipedia.org/wiki/Il_Caravaggio_International_Airport,"Bergamo Orio al Serio Airport,Orio al Serio"
4342,LIMF,large_airport,Turin Airport,45.200802,7.64963,989,EU,IT,IT-21,Torino,yes,LIMF,TRN,TO11,http://www.aeroportoditorino.it/,https://en.wikipedia.org/wiki/Turin_International_Airport,"Torino-Caselle Airport, Sandro Pertini Airport, Turin-Caselle Airport"
